ip_address,total_sessions,total_page_views,first_visit,last_visit,avg_session_duration_seconds,bounce_count,device,browser,browser_name,os,os_name,country,city,is_returning,bounce_rate_pct
74.125.217.78,10,10,2026-02-17 19:20:56.491000+00:00,2026-04-02 21:38:03.410000+00:00,0,10,desktop,Chrome 146.0.7680.153,Chrome,Linux,Linux,,,True,100.0
144.217.135.154,1,1,2026-04-02 19:09:43.567000+00:00,2026-04-02 19:09:43.567000+00:00,0,1,desktop,Unknown,Unknown,Unknown,Unknown,,,False,100.0
149.56.150.2,1,1,2026-04-02 19:09:09.096000+00:00,2026-04-02 19:09:09.096000+00:00,0,1,desktop,Unknown,Unknown,Unknown,Unknown,,,False,100.0
91.168.203.146,1,1,2026-04-02 18:03:39.540000+00:00,2026-04-02 18:03:39.540000+00:00,0,1,desktop,Edge 146.0.0.0,Edge,Windows 10,Windows,,,False,100.0
66.249.88.195,1,1,2026-04-02 16:31:57.059000+00:00,2026-04-02 16:31:57.059000+00:00,0,1,desktop,Unknown,Unknown,Unknown,Unknown,,,False,100.0
66.249.88.193,2,2,2026-03-31 14:34:00.655000+00:00,2026-04-02 16:31:53.621000+00:00,0,2,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
66.249.88.194,1,1,2026-04-02 16:31:48.302000+00:00,2026-04-02 16:31:48.302000+00:00,0,1,desktop,Unknown,Unknown,Unknown,Unknown,,,False,100.0
92.184.106.72,1,1,2026-04-02 15:07:18.140000+00:00,2026-04-02 15:07:18.140000+00:00,24,1,mobile,Samsung Internet 29.0,Samsung,Android 10,Android,,,False,100.0
92.184.146.173,1,2,2026-04-02 12:16:10.979000+00:00,2026-04-02 12:16:10.979000+00:00,36,0,desktop,Chrome 146.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,0.0
92.184.146.56,2,12,2026-04-02 10:34:10.814000+00:00,2026-04-02 10:37:03.063000+00:00,3058,0,desktop,Chrome 146.0.0.0,Chrome,macOS 10.15.7,macOS,,,True,0.0
77.136.66.95,2,2,2026-04-02 06:51:49.538000+00:00,2026-04-02 09:34:08.123000+00:00,0,2,desktop,Chrome 145.0.0.0,Chrome,macOS 10.15.7,macOS,,,True,100.0
74.125.217.73,7,7,2026-03-25 10:08:45.730000+00:00,2026-04-02 07:33:40.430000+00:00,0,7,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
74.125.217.76,13,13,2026-02-19 07:56:34.862000+00:00,2026-04-02 07:31:27.657000+00:00,0,13,desktop,Chrome 146.0.7680.153,Chrome,Linux,Linux,,,True,100.0
213.44.27.137,1,1,2026-04-01 17:08:51.367000+00:00,2026-04-01 17:08:51.367000+00:00,0,1,desktop,Chrome 143.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
78.192.138.26,1,1,2026-04-01 14:16:01.892000+00:00,2026-04-01 14:16:01.892000+00:00,6,1,desktop,Safari 18.6,Safari,macOS 10.15.7,macOS,,,False,100.0
74.125.217.68,1,1,2026-04-01 07:31:53.712000+00:00,2026-04-01 07:31:53.712000+00:00,0,1,desktop,Unknown,Unknown,Unknown,Unknown,,,False,100.0
74.125.217.67,2,2,2026-03-30 14:27:05.016000+00:00,2026-04-01 07:31:50.971000+00:00,0,2,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
88.164.43.214,1,1,2026-04-01 06:49:43.649000+00:00,2026-04-01 06:49:43.649000+00:00,0,1,desktop,Chrome 146.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
92.92.128.111,1,1,2026-03-31 18:35:44.610000+00:00,2026-03-31 18:35:44.610000+00:00,0,1,mobile,Chrome WebView 146.0.7680.119,Chrome,Android 16,Android,,,False,100.0
77.136.66.114,1,1,2026-03-31 17:52:21.298000+00:00,2026-03-31 17:52:21.298000+00:00,0,1,mobile,Mobile Safari 18.6,Mobile,iOS 18.6.2,iOS,,,False,100.0
92.92.128.99,1,5,2026-03-31 16:25:28.179000+00:00,2026-03-31 16:25:28.179000+00:00,913,0,mobile,Samsung Internet 29.0,Samsung,Android 10,Android,,,False,0.0
66.249.88.71,1,1,2026-03-31 14:34:06.308000+00:00,2026-03-31 14:34:06.308000+00:00,0,1,desktop,Unknown,Unknown,Unknown,Unknown,,,False,100.0
66.249.88.72,1,1,2026-03-31 14:33:55.789000+00:00,2026-03-31 14:33:55.789000+00:00,0,1,desktop,Unknown,Unknown,Unknown,Unknown,,,False,100.0
188.26.214.207,1,1,2026-03-31 14:20:22.569000+00:00,2026-03-31 14:20:22.569000+00:00,2,1,desktop,Chrome 146.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
93.19.70.107,1,1,2026-03-31 11:43:00.259000+00:00,2026-03-31 11:43:00.259000+00:00,4,1,desktop,Chrome 146.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
74.125.217.75,8,8,2026-02-21 13:42:39.986000+00:00,2026-03-31 09:11:34.147000+00:00,0,8,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
74.125.217.66,4,4,2026-02-21 08:38:03.262000+00:00,2026-03-31 04:01:47.866000+00:00,0,4,desktop,Chrome 146.0.7680.153,Chrome,Linux,Linux,,,True,100.0
176.140.213.142,1,3,2026-03-30 19:09:51.126000+00:00,2026-03-30 19:09:51.126000+00:00,0,0,mobile,Mobile Chrome 136.0.7103.91,Mobile,iOS 26.4.0,iOS,,,False,0.0
91.173.14.217,1,1,2026-03-30 09:20:10.793000+00:00,2026-03-30 09:20:10.793000+00:00,0,1,desktop,Chrome 146.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
212.15.80.90,1,35,2026-03-30 08:50:01.591000+00:00,2026-03-30 08:50:01.591000+00:00,16736,0,desktop,Safari 26.3.1,Safari,macOS 10.15.7,macOS,,,False,0.0
74.125.217.74,4,4,2026-03-27 09:22:16.141000+00:00,2026-03-30 07:55:21.636000+00:00,0,4,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
178.132.107.87,1,1,2026-03-29 21:44:52.116000+00:00,2026-03-29 21:44:52.116000+00:00,0,1,desktop,Safari 18.6,Safari,macOS 10.15.7,macOS,,,False,100.0
86.238.8.156,1,1,2026-03-29 20:27:58.700000+00:00,2026-03-29 20:27:58.700000+00:00,332166,1,desktop,Chrome 146.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
213.44.27.199,1,1,2026-03-29 16:04:30.891000+00:00,2026-03-29 16:04:30.891000+00:00,0,1,desktop,Chrome 145.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
91.166.187.242,1,1,2026-03-29 10:09:26.206000+00:00,2026-03-29 10:09:26.206000+00:00,0,1,desktop,Chrome 146.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
104.37.31.147,1,1,2026-03-29 09:49:25.026000+00:00,2026-03-29 09:49:25.026000+00:00,0,1,desktop,Chrome 139.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
74.125.217.77,10,10,2026-02-17 11:59:20.151000+00:00,2026-03-29 05:01:31.335000+00:00,0,10,desktop,Chrome 146.0.7680.153,Chrome,Linux,Linux,,,True,100.0
45.41.137.108,1,1,2026-03-28 19:55:17.672000+00:00,2026-03-28 19:55:17.672000+00:00,0,1,desktop,Chrome 139.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
176.191.69.34,1,7,2026-03-28 09:21:43.872000+00:00,2026-03-28 09:21:43.872000+00:00,0,0,mobile,Mobile Chrome 136.0.7103.91,Mobile,iOS 26.4.0,iOS,,,False,0.0
84.32.222.185,1,1,2026-03-28 05:50:17.535000+00:00,2026-03-28 05:50:17.535000+00:00,0,1,desktop,Chrome 139.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
77.136.66.183,1,1,2026-03-28 00:12:17.169000+00:00,2026-03-28 00:12:17.169000+00:00,0,1,mobile,Mobile Safari 18.6,Mobile,iOS 18.6.2,iOS,,,False,100.0
167.160.77.64,1,1,2026-03-27 22:06:54.271000+00:00,2026-03-27 22:06:54.271000+00:00,0,1,desktop,Chrome 141.0.0.0,Chrome,Linux,Linux,,,False,100.0
66.249.88.73,1,1,2026-03-27 18:12:43.789000+00:00,2026-03-27 18:12:43.789000+00:00,0,1,desktop,Chrome 146.0.7680.153,Chrome,Linux,Linux,,,False,100.0
204.9.37.209,1,1,2026-03-27 17:35:14.684000+00:00,2026-03-27 17:35:14.684000+00:00,0,1,desktop,Chrome 139.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
91.169.38.209,1,1,2026-03-27 17:08:02.607000+00:00,2026-03-27 17:08:02.607000+00:00,9,1,desktop,Chrome 145.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
91.90.123.51,3,3,2026-03-25 14:36:02.567000+00:00,2026-03-27 15:13:13.571000+00:00,1473,3,desktop,Chrome 146.0.0.0,Chrome,macOS 10.15.7,macOS,,,True,100.0
213.44.27.132,1,1,2026-03-27 10:15:38.792000+00:00,2026-03-27 10:15:38.792000+00:00,0,1,desktop,Chrome 146.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
91.163.98.203,1,1,2026-03-27 09:17:36.423000+00:00,2026-03-27 09:17:36.423000+00:00,0,1,mobile,LinkedIn,LinkedIn,iOS 18.7,iOS,,,False,100.0
176.140.215.229,2,2,2026-03-26 23:04:44.994000+00:00,2026-03-26 23:15:49.664000+00:00,0,2,mobile,Mobile Chrome 136.0.7103.91,Mobile,iOS 26.4.0,iOS,,,True,100.0
212.195.229.65,2,2,2026-03-26 21:23:30.814000+00:00,2026-03-26 21:23:46.687000+00:00,6,2,mobile,Mobile Chrome 146.0.0.0,Mobile,Android 10,Android,,,True,100.0
86.195.0.23,2,8,2026-03-25 18:07:35.343000+00:00,2026-03-26 20:01:39.529000+00:00,0,1,mobile,Mobile Safari 26.0.1,Mobile,iOS 18.7,iOS,,,True,50.0
92.50.32.23,1,1,2026-03-26 18:24:03.961000+00:00,2026-03-26 18:24:03.961000+00:00,0,1,desktop,Chrome 139.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
37.67.148.238,1,1,2026-03-26 16:05:13.646000+00:00,2026-03-26 16:05:13.646000+00:00,0,1,mobile,LinkedIn,LinkedIn,iOS 18.7,iOS,,,False,100.0
77.136.55.48,1,1,2026-03-26 14:35:49.955000+00:00,2026-03-26 14:35:49.955000+00:00,1803,1,desktop,Chrome 146.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
176.186.26.107,1,1,2026-03-26 14:33:35.011000+00:00,2026-03-26 14:33:35.011000+00:00,1,1,desktop,Chrome 146.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
176.169.117.99,1,1,2026-03-26 14:32:08.688000+00:00,2026-03-26 14:32:08.688000+00:00,7,1,desktop,Chrome 146.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
172.226.208.45,1,1,2026-03-26 12:29:23.003000+00:00,2026-03-26 12:29:23.003000+00:00,0,1,mobile,Mobile Safari 26.3,Mobile,iOS 18.7,iOS,,,False,100.0
37.67.157.27,1,1,2026-03-26 12:29:15.919000+00:00,2026-03-26 12:29:15.919000+00:00,0,1,mobile,LinkedIn,LinkedIn,iOS 18.7,iOS,,,False,100.0
88.161.205.137,1,1,2026-03-26 09:14:05.634000+00:00,2026-03-26 09:14:05.634000+00:00,0,1,desktop,Chrome 146.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
82.125.227.117,1,1,2026-03-26 08:59:01.539000+00:00,2026-03-26 08:59:01.539000+00:00,0,1,desktop,Firefox 149.0,Firefox,Windows 10,Windows,,,False,100.0
88.164.3.47,1,1,2026-03-26 07:56:54.318000+00:00,2026-03-26 07:56:54.318000+00:00,2,1,mobile,Mobile Chrome 146.0.0.0,Mobile,Android 10,Android,,,False,100.0
54.84.230.154,2,2,2026-03-25 18:54:10.149000+00:00,2026-03-25 18:54:31.732000+00:00,15,2,mobile,Mobile Chrome 146.0.0.0,Mobile,Android 11,Android,,,True,100.0
90.51.52.168,1,1,2026-03-25 18:53:14.756000+00:00,2026-03-25 18:53:14.756000+00:00,0,1,desktop,Chrome 146.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
138.226.102.71,1,1,2026-03-25 16:58:55.944000+00:00,2026-03-25 16:58:55.944000+00:00,0,1,desktop,Chrome 139.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
77.136.66.167,1,1,2026-03-25 16:05:31.069000+00:00,2026-03-25 16:05:31.069000+00:00,0,1,mobile,Mobile Safari 18.6,Mobile,iOS 18.6.2,iOS,,,False,100.0
195.15.138.98,1,1,2026-03-25 15:53:56.104000+00:00,2026-03-25 15:53:56.104000+00:00,0,1,desktop,Edge 146.0.0.0,Edge,Windows 10,Windows,,,False,100.0
80.214.103.220,1,1,2026-03-25 13:46:35.505000+00:00,2026-03-25 13:46:35.505000+00:00,2,1,desktop,Chrome 146.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
176.128.177.31,1,1,2026-03-25 11:09:31.692000+00:00,2026-03-25 11:09:31.692000+00:00,5,1,desktop,Chrome 146.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
176.150.40.230,1,1,2026-03-25 09:48:17.603000+00:00,2026-03-25 09:48:17.603000+00:00,0,1,desktop,Chrome 145.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
89.85.246.223,1,1,2026-03-25 01:12:30.869000+00:00,2026-03-25 01:12:30.869000+00:00,0,1,mobile,Mobile Chrome 146.0.7680.151,Mobile,iOS 26.4.0,iOS,,,False,100.0
66.249.88.96,1,1,2026-03-24 18:28:17.154000+00:00,2026-03-24 18:28:17.154000+00:00,0,1,desktop,Chrome 145.0.7632.159,Chrome,Linux,Linux,,,False,100.0
66.249.88.192,1,1,2026-03-24 18:28:07.541000+00:00,2026-03-24 18:28:07.541000+00:00,0,1,desktop,Unknown,Unknown,Unknown,Unknown,,,False,100.0
66.249.90.205,13,13,2026-02-28 13:15:20.771000+00:00,2026-03-24 15:40:48.757000+00:00,0,13,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
90.91.137.86,2,13,2026-03-19 16:34:29.183000+00:00,2026-03-24 13:42:16.172000+00:00,435,0,mobile,Mobile Safari 26.3,Mobile,iOS 18.7,iOS,,,False,0.0
107.23.59.92,2,2,2026-03-24 12:54:30.391000+00:00,2026-03-24 12:54:49.901000+00:00,12,2,mobile,Mobile Chrome 146.0.0.0,Mobile,Android 11,Android,,,True,100.0
104.200.66.227,1,1,2026-03-24 12:46:49.801000+00:00,2026-03-24 12:46:49.801000+00:00,0,1,desktop,Chrome 139.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
45.157.248.7,1,1,2026-03-24 12:17:25.558000+00:00,2026-03-24 12:17:25.558000+00:00,74,1,desktop,Chrome 146.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
87.89.31.39,1,1,2026-03-24 09:45:54.580000+00:00,2026-03-24 09:45:54.580000+00:00,3,1,desktop,Edge 146.0.0.0,Edge,Windows 10,Windows,,,False,100.0
66.249.90.202,11,11,2026-02-26 10:55:57.532000+00:00,2026-03-24 09:11:19.039000+00:00,0,11,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
66.249.90.203,24,24,2026-02-24 11:52:39.496000+00:00,2026-03-24 09:11:15.851000+00:00,0,24,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
85.254.140.248,1,1,2026-03-24 00:00:36.284000+00:00,2026-03-24 00:00:36.284000+00:00,0,1,desktop,Chrome 139.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
66.249.90.204,14,14,2026-02-24 08:57:21.407000+00:00,2026-03-23 15:23:24.150000+00:00,0,14,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
176.137.143.142,1,1,2026-03-23 14:23:25.035000+00:00,2026-03-23 14:23:25.035000+00:00,0,1,desktop,Chrome 146.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
64.233.172.46,3,3,2026-02-23 15:39:34.700000+00:00,2026-03-23 09:02:07.019000+00:00,0,3,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
64.233.172.44,3,3,2026-02-23 15:39:41.278000+00:00,2026-03-23 09:02:04.083000+00:00,0,3,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
64.233.172.42,3,3,2026-03-05 15:44:57.309000+00:00,2026-03-23 09:01:58.707000+00:00,0,3,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
172.81.114.61,1,1,2026-03-23 07:59:42.384000+00:00,2026-03-23 07:59:42.384000+00:00,0,1,desktop,Chrome 141.0.0.0,Chrome,Linux,Linux,,,False,100.0
184.73.143.49,2,2,2026-03-23 06:54:23.988000+00:00,2026-03-23 06:54:43.440000+00:00,12,2,mobile,Mobile Chrome 146.0.0.0,Mobile,Android 11,Android,,,True,100.0
199.120.13.62,1,1,2026-03-23 01:49:54.107000+00:00,2026-03-23 01:49:54.107000+00:00,0,1,desktop,Chrome 139.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
92.184.117.115,1,1,2026-03-22 16:27:40.836000+00:00,2026-03-22 16:27:40.836000+00:00,0,1,mobile,Mobile Safari 26.3,Mobile,iOS 18.7,iOS,,,False,100.0
82.121.223.156,1,1,2026-03-22 15:21:07.407000+00:00,2026-03-22 15:21:07.407000+00:00,6,1,desktop,Chrome 146.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
66.249.90.201,10,10,2026-03-08 08:47:25.918000+00:00,2026-03-22 07:08:58.344000+00:00,0,10,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
100.26.191.140,2,2,2026-03-22 00:54:43.536000+00:00,2026-03-22 00:54:57.693000+00:00,10,2,mobile,Mobile Chrome 146.0.0.0,Mobile,Android 11,Android,,,True,100.0
92.184.96.157,2,2,2026-03-21 22:26:13.697000+00:00,2026-03-21 22:26:27.821000+00:00,6,2,mobile,Mobile Chrome 146.0.0.0,Mobile,Android 10,Android,,,True,100.0
104.28.193.130,1,1,2026-03-21 12:54:41.041000+00:00,2026-03-21 12:54:41.041000+00:00,0,1,desktop,Chrome 146.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
66.249.90.206,16,16,2026-02-24 08:57:20.848000+00:00,2026-03-21 08:59:50.246000+00:00,0,16,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
13.222.127.227,2,2,2026-03-20 18:54:32.820000+00:00,2026-03-20 18:54:52.142000+00:00,12,2,mobile,Mobile Chrome 146.0.0.0,Mobile,Android 11,Android,,,True,100.0
176.151.161.198,1,1,2026-03-20 13:29:49.664000+00:00,2026-03-20 13:29:49.664000+00:00,0,1,desktop,Chrome 145.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
176.183.130.0,1,1,2026-03-20 12:15:49.849000+00:00,2026-03-20 12:15:49.849000+00:00,0,1,mobile,Samsung Internet 29.0,Samsung,Android 10,Android,,,False,100.0
93.31.96.155,1,1,2026-03-20 08:48:45.363000+00:00,2026-03-20 08:48:45.363000+00:00,8,1,desktop,Safari 17.4.1,Safari,macOS 10.15.7,macOS,,,False,100.0
77.136.66.98,6,20,2026-03-19 16:44:04.517000+00:00,2026-03-19 17:44:02.723000+00:00,1500,2,mobile,Samsung Internet 29.0,Samsung,Android 10,Android,,,True,33.3
3.85.30.135,2,2,2026-03-19 15:41:36.526000+00:00,2026-03-19 15:41:59.843000+00:00,16,2,mobile,Mobile Chrome 146.0.0.0,Mobile,Android 11,Android,,,True,100.0
54.174.58.238,1,1,2026-03-19 15:04:28.563000+00:00,2026-03-19 15:04:28.563000+00:00,0,1,desktop,Chrome Headless 146.0.0.0,Chrome,Linux,Linux,,,False,100.0
54.174.58.226,1,1,2026-03-19 15:04:19.142000+00:00,2026-03-19 15:04:19.142000+00:00,0,1,desktop,Chrome Headless 146.0.0.0,Chrome,Linux,Linux,,,False,100.0
82.96.169.186,1,1,2026-03-19 13:44:40.118000+00:00,2026-03-19 13:44:40.118000+00:00,0,1,desktop,Chrome 145.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
66.249.83.38,1,1,2026-03-19 09:46:35.120000+00:00,2026-03-19 09:46:35.120000+00:00,0,1,desktop,Unknown,Unknown,Unknown,Unknown,,,False,100.0
66.249.83.37,1,1,2026-03-19 09:46:35.051000+00:00,2026-03-19 09:46:35.051000+00:00,0,1,desktop,Unknown,Unknown,Unknown,Unknown,,,False,100.0
88.188.21.89,1,1,2026-03-18 19:11:59.876000+00:00,2026-03-18 19:11:59.876000+00:00,0,1,desktop,Chrome 146.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
176.187.131.137,1,1,2026-03-18 17:46:01.813000+00:00,2026-03-18 17:46:01.813000+00:00,0,1,desktop,Chrome 146.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,100.0
81.64.0.206,1,1,2026-03-18 17:35:40.792000+00:00,2026-03-18 17:35:40.792000+00:00,0,1,mobile,LinkedIn,LinkedIn,iOS 18.7,iOS,,,False,100.0
192.178.11.96,3,3,2026-03-17 14:47:22.737000+00:00,2026-03-17 15:05:11.683000+00:00,0,3,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
192.178.11.102,7,7,2026-02-23 15:41:16.065000+00:00,2026-03-17 14:47:14.350000+00:00,0,7,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
120.92.103.252,1,3,2026-03-16 22:40:35.747000+00:00,2026-03-16 22:40:35.747000+00:00,20,0,desktop,Chrome 109.0.0.0,Chrome,Windows 8.1,Windows,,,False,0.0
88.160.131.17,1,1,2026-03-16 10:30:58.201000+00:00,2026-03-16 10:30:58.201000+00:00,0,1,desktop,Chrome 145.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
54.174.58.233,1,1,2026-03-16 05:14:14.550000+00:00,2026-03-16 05:14:14.550000+00:00,0,1,desktop,Chrome Headless 146.0.0.0,Chrome,Linux,Linux,,,False,100.0
91.169.173.190,1,1,2026-03-15 23:34:06.513000+00:00,2026-03-15 23:34:06.513000+00:00,0,1,desktop,Chrome 146.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
149.57.176.18,1,1,2026-03-15 21:35:13.599000+00:00,2026-03-15 21:35:13.599000+00:00,0,1,desktop,Chrome 141.0.0.0,Chrome,Linux,Linux,,,False,100.0
66.249.90.195,8,8,2026-02-24 16:42:53.381000+00:00,2026-03-15 07:29:01.731000+00:00,0,8,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
66.249.90.196,4,4,2026-03-10 13:10:07.436000+00:00,2026-03-15 07:29:00.798000+00:00,0,4,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
77.136.66.65,7,47,2026-03-14 22:36:01.853000+00:00,2026-03-14 22:53:23.726000+00:00,313,2,mobile,Samsung Internet 29.0,Samsung,Android 10,Android,,,True,28.6
66.249.90.192,7,7,2026-03-02 08:25:51.659000+00:00,2026-03-14 16:57:13.585000+00:00,0,7,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
66.249.90.194,5,5,2026-02-25 07:19:06.334000+00:00,2026-03-13 08:37:38.808000+00:00,0,5,desktop,Chrome 145.0.7632.116,Chrome,Linux,Linux,,,True,100.0
78.241.53.6,1,1,2026-03-13 06:35:53.021000+00:00,2026-03-13 06:35:53.021000+00:00,0,1,mobile,LinkedIn,LinkedIn,iOS 18.7,iOS,,,False,100.0
152.44.111.84,1,1,2026-03-13 06:05:20.410000+00:00,2026-03-13 06:05:20.410000+00:00,0,1,desktop,Chrome 141.0.0.0,Chrome,Linux,Linux,,,False,100.0
35.88.248.115,2,2,2026-03-12 19:47:48.949000+00:00,2026-03-12 19:48:19.369000+00:00,0,2,desktop,Chrome 130.0.0.0,Chrome,macOS 10.15.7,macOS,,,True,100.0
74.125.77.197,1,1,2026-03-11 11:48:31.811000+00:00,2026-03-11 11:48:31.811000+00:00,0,1,desktop,Chrome 145.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
153.124.161.238,9,27,2026-03-04 06:31:28.137000+00:00,2026-03-11 08:02:00.561000+00:00,2291,2,mobile,Mobile Safari 26.1,Mobile,iOS 18.7,iOS,,,True,22.2
102.171.98.159,7,27,2026-03-09 20:35:05.533000+00:00,2026-03-09 21:13:55.227000+00:00,300,6,desktop,Chrome 144.0.0.0,Chrome,Windows 10,Windows,,,True,85.7
98.81.74.171,1,1,2026-03-08 22:20:49.767000+00:00,2026-03-08 22:20:49.767000+00:00,0,1,desktop,Chrome 145.0.0.0,Chrome,Linux,Linux,,,False,100.0
92.92.128.28,1,1,2026-03-07 21:38:59.943000+00:00,2026-03-07 21:38:59.943000+00:00,2481,1,mobile,Samsung Internet 29.0,Samsung,Android 10,Android,,,False,100.0
92.135.192.67,1,1,2026-03-07 18:35:28.708000+00:00,2026-03-07 18:35:28.708000+00:00,28,1,desktop,Avast Secure Browser 144.0.0.0,Avast,Windows 10,Windows,,,False,100.0
66.249.90.193,3,3,2026-02-27 09:04:39.707000+00:00,2026-03-07 10:37:04.099000+00:00,0,3,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
176.160.6.234,1,4,2026-03-06 18:15:12.229000+00:00,2026-03-06 18:15:12.229000+00:00,254491,0,desktop,Chrome 145.0.0.0,Chrome,macOS 10.15.7,macOS,,,False,0.0
172.56.226.74,1,1,2026-03-06 14:35:38.167000+00:00,2026-03-06 14:35:38.167000+00:00,0,1,desktop,Chrome 144.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
54.170.122.110,2,2,2026-03-06 14:35:12.836000+00:00,2026-03-06 14:35:29.649000+00:00,0,2,desktop,Chrome 144.0.0.0,Chrome,Windows 10,Windows,,,True,100.0
193.46.211.54,1,1,2026-03-06 14:35:17.258000+00:00,2026-03-06 14:35:17.258000+00:00,0,1,desktop,Chrome 144.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
64.233.172.45,5,5,2026-02-26 15:20:32.497000+00:00,2026-03-06 14:02:32.163000+00:00,0,5,desktop,Unknown,Unknown,Unknown,Unknown,,,True,100.0
64.233.172.32,1,1,2026-03-06 14:02:31.054000+00:00,2026-03-06 14:02:31.054000+00:00,0,1,desktop,Unknown,Unknown,Unknown,Unknown,,,False,100.0
88.160.26.239,3,3,2026-02-04 03:46:59.172000+00:00,2026-03-05 22:02:07.142000+00:00,2706,3,desktop,Edge 145.0.0.0,Edge,Windows 10,Windows,,,True,100.0
89.93.32.99,1,2,2026-03-05 21:36:37.648000+00:00,2026-03-05 21:36:37.648000+00:00,0,0,mobile,Mobile Safari 18.6,Mobile,iOS 18.6.1,iOS,,,False,0.0
87.88.149.161,1,2,2026-03-05 21:06:04.014000+00:00,2026-03-05 21:06:04.014000+00:00,0,0,mobile,Mobile Safari 26.2,Mobile,iOS 18.7,iOS,,,False,0.0
192.178.11.97,3,3,2026-02-04 14:14:49.827000+00:00,2026-03-05 16:17:52.330000+00:00,0,3,desktop,Unknown,Unknown,Unknown,Unknown,,,False,100.0
110.43.248.100,1,1,2026-03-05 09:02:40.588000+00:00,2026-03-05 09:02:40.588000+00:00,0,1,desktop,Chrome 109.0.0.0,Chrome,Windows 8.1,Windows,,,False,100.0
192.178.11.98,2,2,2026-02-24 13:50:12.890000+00:00,2026-03-04 10:36:32.865000+00:00,0,2,desktop,Unknown,Unknown,Unknown,Unknown,,,False,100.0
34.38.27.242,1,1,2026-03-04 08:29:56.445000+00:00,2026-03-04 08:29:56.445000+00:00,0,1,desktop,Chrome 120.0.0.0,Chrome,Windows 10,Windows,,,False,100.0
3.84.205.211,1,1,2026-03-03 12:42:31.405000+00:00,2026-03-03 12:42:31.405000+00:00,0,1,desktop,Chrome 145.0.0.0,Chrome,Linux,Linux,,,False,100.0
